"Rule","User","DistinctComputers","TotalEvents","IP","Country"
"OddHour","U4454",,,,
"OddHour","U828",,,,
"OddHour","U5656",,,,
"OddHour","U8198",,,,
"OddHour","U4521",,,,
"OddHour","U7947",,,,
"OddHour","U7450",,,,
"OddHour","U4290",,,,
"OddHour","U1425",,,,
"OddHour","U1425",,,,
"OddHour","U4106",,,,
"OddHour","U1361",,,,
"OddHour","U1361",,,,
"OddHour","U1361",,,,
"OddHour","U474",,,,
"OddHour","U2850",,,,
"OddHour","U60",,,,
"OddHour","U184",,,,
"OddHour","U97",,,,
"OddHour","U179",,,,
"OddHour","U180",,,,
"OddHour","U3574",,,,
"OddHour","U3574",,,,
"OddHour","U1728",,,,
"OddHour","U4678",,,,
"OddHour","U2527",,,,
"OddHour","U2527",,,,
"OddHour","U1073",,,,
"OddHour","U1073",,,,
"OddHour","U829",,,,
"OddHour","U1402",,,,
"OddHour","U1402",,,,
"OddHour","U523",,,,
"OddHour","U2499",,,,
"OddHour","U283",,,,
"OddHour","U283",,,,
"OddHour","U3383",,,,
"OddHour","U394",,,,
"OddHour","U394",,,,
"OddHour","U2494",,,,
"OddHour","U2494",,,,
"OddHour","U6531",,,,
"OddHour","U6531",,,,
"OddHour","U45",,,,
"OddHour","U45",,,,
"OddHour","U5666",,,,
"OddHour","U4243",,,,
"OddHour","U5963",,,,
"OddHour","U5963",,,,
"OddHour","U4571",,,,
"OddHour","U8200",,,,
"OddHour","U8200",,,,
"OddHour","U7095",,,,
"OddHour","U7095",,,,
"OddHour","U6425",,,,
"OddHour","U6425",,,,
"OddHour","U5656",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U6527",,,,
"OddHour","U5528",,,,
"OddHour","U1984",,,,
"OddHour","U1285",,,,
"OddHour","U1285",,,,
"OddHour","U4106",,,,
"OddHour","U1361",,,,
"OddHour","U1361",,,,
"OddHour","U9",,,,
"OddHour","U474",,,,
"OddHour","U2073",,,,
"OddHour","U2073",,,,
"OddHour","U188",,,,
"OddHour","U5159",,,,
"OddHour","U13",,,,
"OddHour","U12",,,,
"OddHour","U204",,,,
"OddHour","U184",,,,
"OddHour","U4148",,,,
"OddHour","U4148",,,,
"OddHour","U4148",,,,
"OddHour","U112",,,,
"OddHour","U112",,,,
"OddHour","U7990",,,,
"OddHour","U5287",,,,
"OddHour","U5004",,,,
"OddHour","U5004",,,,
"OddHour","U421",,,,
"OddHour","U314",,,,
"OddHour","U4539",,,,
"OddHour","U3455",,,,
"OddHour","U539",,,,
"OddHour","U539",,,,
"OddHour","U5149",,,,
"OddHour","U6330",,,,
"OddHour","U1402",,,,
"OddHour","U1402",,,,
"OddHour","U2499",,,,
"OddHour","U3402",,,,
"OddHour","U3402",,,,
"OddHour","U252",,,,
"OddHour","U252",,,,
"OddHour","U2965",,,,
"OddHour","U2965",,,,
"OddHour","U6668",,,,
"OddHour","U6668",,,,
"OddHour","U148",,,,
"OddHour","U454",,,,
"OddHour","U191",,,,
"OddHour","U5292",,,,
"OddHour","U5292",,,,
"OddHour","U830",,,,
"OddHour","U6462",,,,
"OddHour","U4650",,,,
"OddHour","U2020",,,,
"OddHour","U5963",,,,
"OddHour","U4571",,,,
"OddHour","U3995",,,,
"OddHour","U5455",,,,
"OddHour","U5656",,,,
"OddHour","U5656",,,,
"OddHour","U5470",,,,
"OddHour","U5470",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U1361",,,,
"OddHour","U1361",,,,
"OddHour","U2850",,,,
"OddHour","U13",,,,
"OddHour","U12",,,,
"OddHour","U97",,,,
"OddHour","U179",,,,
"OddHour","U128",,,,
"OddHour","U128",,,,
"OddHour","U7990",,,,
"OddHour","U5287",,,,
"OddHour","U5142",,,,
"OddHour","U3364",,,,
"OddHour","U421",,,,
"OddHour","U7376",,,,
"OddHour","U3004",,,,
"OddHour","U2050",,,,
"OddHour","U98",,,,
"OddHour","U5982",,,,
"OddHour","U16",,,,
"OddHour","U16",,,,
"OddHour","U148",,,,
"OddHour","U5120",,,,
"OddHour","U2062",,,,
"OddHour","U2494",,,,
"OddHour","U454",,,,
"OddHour","U191",,,,
"OddHour","U830",,,,
"OddHour","U6462",,,,
"OddHour","U4650",,,,
"OddHour","U2020",,,,
"OddHour","U2020",,,,
"OddHour","U4141",,,,
"OddHour","U4243",,,,
"OddHour","U5963",,,,
"OddHour","U3995",,,,
"OddHour","U5455",,,,
"OddHour","U1825",,,,
"OddHour","U6308",,,,
"OddHour","U5656",,,,
"OddHour","U5656",,,,
"OddHour","U5656",,,,
"OddHour","U5656",,,,
"OddHour","U124",,,,
"OddHour","U124",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U152",,,,
"OddHour","U7108",,,,
"OddHour","U1361",,,,
"OddHour","U509",,,,
"OddHour","U509",,,,
"OddHour","U7038",,,,
"OddHour","U7038",,,,
"OddHour","U188",,,,
"OddHour","U2850",,,,
"OddHour","U2979",,,,
"OddHour","U92",,,,
"OddHour","U48",,,,
"OddHour","U13",,,,
"OddHour","U60",,,,
"OddHour","U12",,,,
"OddHour","U12",,,,
"OddHour","U12",,,,
"OddHour","U12",,,,
"OddHour","U12",,,,
"OddHour","U12",,,,
"OddHour","U4148",,,,
"OddHour","U4148",,,,
"OddHour","U388",,,,
"OddHour","U7990",,,,
"OddHour","U6446",,,,
"OddHour","U6446",,,,
"OddHour","U3574",,,,
"OddHour","U3574",,,,
"OddHour","U1573",,,,
"OddHour","U1573",,,,
"OddHour","U1850",,,,
"OddHour","U6330",,,,
"OddHour","U6330",,,,
"OddHour","U3004",,,,
"OddHour","U2050",,,,
"OddHour","U423",,,,
"OddHour","U423",,,,
"OddHour","U16",,,,
"OddHour","U16",,,,
"OddHour","U5120",,,,
"OddHour","U2062",,,,
"OddHour","U7088",,,,
"OddHour","U7088",,,,
"OddHour","U6531",,,,
"OddHour","U6531",,,,
"OddHour","U6345",,,,
"OddHour","U6345",,,,
"OddHour","U356",,,,
"OddHour","U356",,,,
"OddHour","U5401",,,,
"OddHour","U5401",,,,
"OddHour","U7923",,,,
"OddHour","U7311",,,,
"OddHour","U7311",,,,
"OddHour","U6308",,,,
"OddHour","U6991",,,,
"OddHour","U2160",,,,
"OddHour","U4807",,,,
"OddHour","U1977",,,,
"OddHour","U152",,,,
"OddHour","U3423",,,,
"OddHour","U7108",,,,
"OddHour","U1269",,,,
"OddHour","U1361",,,,
"OddHour","U7065",,,,
"OddHour","U7065",,,,
"OddHour","U2073",,,,
"OddHour","U8155",,,,
"OddHour","U7583",,,,
"OddHour","U5695",,,,
"OddHour","U92",,,,
"OddHour","U48",,,,
"OddHour","U13",,,,
"OddHour","U156",,,,
"OddHour","U97",,,,
"OddHour","U179",,,,
"OddHour","U179",,,,
"OddHour","U179",,,,
"OddHour","U5136",,,,
"OddHour","U3364",,,,
"OddHour","U2182",,,,
"OddHour","U223",,,,
"OddHour","U223",,,,
"OddHour","U2050",,,,
"OddHour","U2050",,,,
"OddHour","U424",,,,
"OddHour","U231",,,,
"OddHour","U231",,,,
"OddHour","U1064",,,,
"OddHour","U1064",,,,
"OddHour","U6288",,,,
"OddHour","U16",,,,
"OddHour","U4295",,,,
"OddHour","U4295",,,,
"OddHour","U5694",,,,
"OddHour","U3082",,,,
"OddHour","U2494",,,,
"OddHour","U5092",,,,
"OddHour","U6452",,,,
"OddHour","U307",,,,
"OddHour","U307",,,,
"OddHour","U7923",,,,
"OddHour","U7311",,,,
"OddHour","U7311",,,,
"OddHour","U4",,,,
"OddHour","U1825",,,,
"OddHour","U8138",,,,
"OddHour","U2160",,,,
"OddHour","U2978",,,,
"OddHour","U2978",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U1977",,,,
"OddHour","U152",,,,
"OddHour","U3423",,,,
"OddHour","U1269",,,,
"OddHour","U2147",,,,
"OddHour","U1361",,,,
"OddHour","U1860",,,,
"OddHour","U77",,,,
"OddHour","U409",,,,
"OddHour","U409",,,,
"OddHour","U7583",,,,
"OddHour","U238",,,,
"OddHour","U4082",,,,
"OddHour","U4082",,,,
"OddHour","U60",,,,
"OddHour","U60",,,,
"OddHour","U12",,,,
"OddHour","U12",,,,
"OddHour","U4148",,,,
"OddHour","U4148",,,,
"OddHour","U5287",,,,
"OddHour","U5287",,,,
"OddHour","U8131",,,,
"OddHour","U8136",,,,
"OddHour","U1200",,,,
"OddHour","U223",,,,
"OddHour","U223",,,,
"OddHour","U2050",,,,
"OddHour","U2050",,,,
"OddHour","U5735",,,,
"OddHour","U392",,,,
"OddHour","U392",,,,
"OddHour","U5792",,,,
"OddHour","U5792",,,,
"OddHour","U5664",,,,
"OddHour","U5664",,,,
"OddHour","U6157",,,,
"OddHour","U5694",,,,
"OddHour","U132",,,,
"OddHour","U132",,,,
"OddHour","U2062",,,,
"OddHour","U5655",,,,
"OddHour","U5655",,,,
"OddHour","U3082",,,,
"OddHour","U454",,,,
"OddHour","U454",,,,
"OddHour","U5063",,,,
"OddHour","U4650",,,,
"OddHour","U5862",,,,
"OddHour","U6705",,,,
"OddHour","U7923",,,,
"OddHour","U4571",,,,
"OddHour","U4571",,,,
"OddHour","U1237",,,,
"OddHour","U5372",,,,
"OddHour","U4",,,,
"OddHour","U4",,,,
"OddHour","U114",,,,
"OddHour","U114",,,,
"OddHour","U997",,,,
"OddHour","U997",,,,
"OddHour","U5656",,,,
"OddHour","U5656",,,,
"OddHour","U2978",,,,
"OddHour","U2978",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U59",,,,
"OddHour","U59",,,,
"OddHour","U1269",,,,
"OddHour","U1155",,,,
"OddHour","U1155",,,,
"OddHour","U1860",,,,
"OddHour","U7583",,,,
"OddHour","U7898",,,,
"OddHour","U1824",,,,
"OddHour","U1824",,,,
"OddHour","U127",,,,
"OddHour","U156",,,,
"OddHour","U179",,,,
"OddHour","U179",,,,
"OddHour","U179",,,,
"OddHour","U7515",,,,
"OddHour","U1887",,,,
"OddHour","U1887",,,,
"OddHour","U431",,,,
"OddHour","U431",,,,
"OddHour","U3959",,,,
"OddHour","U8136",,,,
"OddHour","U1200",,,,
"OddHour","U314",,,,
"OddHour","U314",,,,
"OddHour","U3065",,,,
"OddHour","U5618",,,,
"OddHour","U2464",,,,
"OddHour","U4620",,,,
"OddHour","U4620",,,,
"OddHour","U4295",,,,
"OddHour","U4295",,,,
"OddHour","U4929",,,,
"OddHour","U4929",,,,
"OddHour","U275",,,,
"OddHour","U275",,,,
"OddHour","U5092",,,,
"OddHour","U5092",,,,
"OddHour","U1808",,,,
"OddHour","U3277",,,,
"OddHour","U4650",,,,
"OddHour","U2435",,,,
"OddHour","U3414",,,,
"OddHour","U5862",,,,
"OddHour","U1237",,,,
"OddHour","U5372",,,,
"OddHour","U5904",,,,
"OddHour","U7632",,,,
"OddHour","U1107",,,,
"OddHour","U2844",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U8155",,,,
"OddHour","U2850",,,,
"OddHour","U1824",,,,
"OddHour","U1824",,,,
"OddHour","U116",,,,
"OddHour","U127",,,,
"OddHour","U4148",,,,
"OddHour","U4148",,,,
"OddHour","U128",,,,
"OddHour","U128",,,,
"OddHour","U6963",,,,
"OddHour","U6963",,,,
"OddHour","U5618",,,,
"OddHour","U5628",,,,
"OddHour","U75",,,,
"OddHour","U392",,,,
"OddHour","U392",,,,
"OddHour","U2464",,,,
"OddHour","U3192",,,,
"OddHour","U3192",,,,
"OddHour","U7774",,,,
"OddHour","U5292",,,,
"OddHour","U5292",,,,
"OddHour","U7170",,,,
"OddHour","U5370",,,,
"OddHour","U4625",,,,
"OddHour","U4625",,,,
"OddHour","U5904",,,,
"OddHour","U1937",,,,
"OddHour","U1937",,,,
"OddHour","U7632",,,,
"OddHour","U124",,,,
"OddHour","U124",,,,
"OddHour","U2027",,,,
"OddHour","U173",,,,
"OddHour","U7185",,,,
"OddHour","U107",,,,
"OddHour","U77",,,,
"OddHour","U77",,,,
"OddHour","U2850",,,,
"OddHour","U2850",,,,
"OddHour","U3363",,,,
"OddHour","U244",,,,
"OddHour","U244",,,,
"OddHour","U12",,,,
"OddHour","U4148",,,,
"OddHour","U4148",,,,
"OddHour","U7515",,,,
"OddHour","U7515",,,,
"OddHour","U431",,,,
"OddHour","U936",,,,
"OddHour","U113",,,,
"OddHour","U113",,,,
"OddHour","U3065",,,,
"OddHour","U5618",,,,
"OddHour","U5628",,,,
"OddHour","U75",,,,
"OddHour","U423",,,,
"OddHour","U423",,,,
"OddHour","U6415",,,,
"OddHour","U2464",,,,
"OddHour","U4440",,,,
"OddHour","U4440",,,,
"OddHour","U3192",,,,
"OddHour","U4999",,,,
"OddHour","U4999",,,,
"OddHour","U378",,,,
"OddHour","U7774",,,,
"OddHour","U3277",,,,
"OddHour","U5053",,,,
"OddHour","U5053",,,,
"OddHour","U3483",,,,
"OddHour","U3483",,,,
"OddHour","U288",,,,
"OddHour","U5370",,,,
"OddHour","U5904",,,,
"OddHour","U258",,,,
"OddHour","U258",,,,
"OddHour","U7632",,,,
"OddHour","U7739",,,,
"OddHour","U1107",,,,
"OddHour","U2844",,,,
"OddHour","U2844",,,,
"OddHour","U2027",,,,
"OddHour","U7185",,,,
"OddHour","U8198",,,,
"OddHour","U8198",,,,
"OddHour","U5504",,,,
"OddHour","U5504",,,,
"OddHour","U107",,,,
"OddHour","U107",,,,
"OddHour","U1920",,,,
"OddHour","U1920",,,,
"OddHour","U6216",,,,
"OddHour","U6216",,,,
"OddHour","U2850",,,,
"OddHour","U2850",,,,
"OddHour","U2850",,,,
"OddHour","U3363",,,,
"OddHour","U60",,,,
"OddHour","U12",,,,
"OddHour","U95",,,,
"OddHour","U4148",,,,
"OddHour","U4148",,,,
"OddHour","U8131",,,,
"OddHour","U2015",,,,
"OddHour","U7886",,,,
"OddHour","U186",,,,
"OddHour","U186",,,,
"OddHour","U2826",,,,
"OddHour","U2826",,,,
"OddHour","U3133",,,,
"OddHour","U5120",,,,
"OddHour","U2494",,,,
"OddHour","U120",,,,
"OddHour","U120",,,,
"OddHour","U378",,,,
"OddHour","U7082",,,,
"OddHour","U7082",,,,
"OddHour","U6203",,,,
"OddHour","U4371",,,,
"OddHour","U21",,,,
"OddHour","U2916",,,,
"OddHour","U265",,,,
"OddHour","U265",,,,
"OddHour","U1147",,,,
"OddHour","U1147",,,,
"OddHour","U4930",,,,
"OddHour","U7739",,,,
"OddHour","U3562",,,,
"OddHour","U1628",,,,
"OddHour","U124",,,,
"OddHour","U6904",,,,
"OddHour","U6904",,,,
"OddHour","U6891",,,,
"OddHour","U6891",,,,
"OddHour","U7636",,,,
"OddHour","U4702",,,,
"OddHour","U2850",,,,
"OddHour","U94",,,,
"OddHour","U94",,,,
"OddHour","U60",,,,
"OddHour","U12",,,,
"OddHour","U12",,,,
"OddHour","U12",,,,
"OddHour","U96",,,,
"OddHour","U7452",,,,
"OddHour","U314",,,,
"OddHour","U5152",,,,
"OddHour","U423",,,,
"OddHour","U423",,,,
"OddHour","U6415",,,,
"OddHour","U6415",,,,
"OddHour","U4478",,,,
"OddHour","U148",,,,
"OddHour","U148",,,,
"OddHour","U2826",,,,
"OddHour","U2826",,,,
"OddHour","U5120",,,,
"OddHour","U177",,,,
"OddHour","U177",,,,
"OddHour","U5099",,,,
"OddHour","U2494",,,,
"OddHour","U1452",,,,
"OddHour","U4999",,,,
"OddHour","U4999",,,,
"OddHour","U572",,,,
"OddHour","U1182",,,,
"OddHour","U904",,,,
"OddHour","U21",,,,
"OddHour","U2916",,,,
"OddHour","U4472",,,,
"OddHour","U6255",,,,
"OddHour","U4930",,,,
"OddHour","U7739",,,,
"OddHour","U3562",,,,
"OddHour","U5656",,,,
"OddHour","U5656",,,,
"OddHour","U1628",,,,
"OddHour","U124",,,,
"OddHour","U124",,,,
"OddHour","U124",,,,
"OddHour","U3773",,,,
"OddHour","U4912",,,,
"OddHour","U6483",,,,
"OddHour","U6483",,,,
"OddHour","U6904",,,,
"OddHour","U6904",,,,
"OddHour","U6891",,,,
"OddHour","U6891",,,,
"OddHour","U7954",,,,
"OddHour","U7636",,,,
"OddHour","U7636",,,,
"OddHour","U474",,,,
"OddHour","U474",,,,
"OddHour","U509",,,,
"OddHour","U509",,,,
"OddHour","U12",,,,
"OddHour","U12",,,,
"OddHour","U12",,,,
"OddHour","U4148",,,,
"OddHour","U4148",,,,
"OddHour","U4734",,,,
"OddHour","U936",,,,
"OddHour","U2015",,,,
"OddHour","U2015",,,,
"OddHour","U7452",,,,
"OddHour","U3421",,,,
"OddHour","U4764",,,,
"OddHour","U6330",,,,
"OddHour","U3004",,,,
"OddHour","U212",,,,
"OddHour","U6288",,,,
"OddHour","U6790",,,,
"OddHour","U3133",,,,
"OddHour","U3133",,,,
"OddHour","U2062",,,,
"OddHour","U356",,,,
"OddHour","U4481",,,,
"OddHour","U1182",,,,
"OddHour","U904",,,,
"OddHour","U6203",,,,
"OddHour","U4625",,,,
"OddHour","U4625",,,,
"OddHour","U4472",,,,
"OddHour","U1447",,,,
"OddHour","U6255",,,,
"OddHour","U214",,,,
"OddHour","U214",,,,
"OddHour","U3810",,,,
"OddHour","U3810",,,,
"OddHour","U167",,,,
"OddHour","U167",,,,
"OddHour","U124",,,,
"OddHour","U124",,,,
"OddHour","U640",,,,
"OddHour","U3773",,,,
"OddHour","U2864",,,,
"OddHour","U6904",,,,
"OddHour","U6904",,,,
"OddHour","U4290",,,,
"OddHour","U5711",,,,
"OddHour","U5711",,,,
"OddHour","U7800",,,,
"OddHour","U7734",,,,
"OddHour","U13",,,,
"OddHour","U12",,,,
"OddHour","U12",,,,
"OddHour","U159",,,,
"OddHour","U128",,,,
"OddHour","U128",,,,
"OddHour","U169",,,,
"OddHour","U4734",,,,
"OddHour","U5136",,,,
"OddHour","U936",,,,
"OddHour","U1287",,,,
"OddHour","U1287",,,,
"OddHour","U1287",,,,
"OddHour","U1287",,,,
"OddHour","U1287",,,,
"OddHour","U7452",,,,
"OddHour","U7529",,,,
"OddHour","U5152",,,,
"OddHour","U2527",,,,
"OddHour","U2527",,,,
"OddHour","U3004",,,,
"OddHour","U281",,,,
"OddHour","U2094",,,,
"OddHour","U2094",,,,
"OddHour","U6778",,,,
"OddHour","U6778",,,,
"OddHour","U4478",,,,
"OddHour","U212",,,,
"OddHour","U212",,,,
"OddHour","U212",,,,
"OddHour","U7197",,,,
"OddHour","U7197",,,,
"OddHour","U3422",,,,
"OddHour","U6790",,,,
"OddHour","U5099",,,,
"OddHour","U120",,,,
"OddHour","U120",,,,
"OddHour","U572",,,,
"OddHour","U291",,,,
"OddHour","U4481",,,,
"OddHour","U904",,,,
